Record_ID,Sale_Date,Year,Quarter,Month_Name,Month_Num,Therapeutic_Area,Product_Name,Formulation,Region,Sales_Channel,Pipeline_Stage,Sales_Rep,Customer_ID,Units_Sold,Unit_Price_INR,Discount_Pct,Gross_Revenue_INR,Discount_Amount_INR,Net_Revenue_INR,COGS_INR,Gross_Profit_INR,Gross_Margin_Pct,RnD_Spend_INR,Marketing_Spend_INR,Clinical_Trial_Spend_INR,Patient_Count,Adverse_Events,Compliance_Rate_Pct
LS00502,2023-11-17,2023,Q4,November,11,Infectious Disease,Antibiotic H,Injection,West Bengal,Government Hospital,Phase 3,Rep_026,CUST_0050,51,2005.25,0.202,102267.91,20658.12,81609.79,34085.43,47524.36,58.23,12186.92,9707.88,9448.58,2097,12,76.28
LS00503,2022-02-19,2022,Q1,February,2,Oncology,Targeted Therapy B,Injection,Karnataka,Government Hospital,Phase 2,Rep_031,CUST_0111,313,19604.99,0.234,6136362.77,1435908.89,4700453.88,1794265.81,2906188.07,61.83,715079.88,457625.16,544689.84,495,13,80.67
LS00504,2022-09-13,2022,Q3,September,9,Oncology,Targeted Therapy B,Injection,Rajasthan,Government Hospital,Market,Rep_041,CUST_0115,53,20562.44,0.229,1089809.22,249566.31,840242.91,227348.58,612894.33,72.94,198054.4,100271.54,82566.15,557,14,73.42
LS00505,2022-04-25,2022,Q2,April,4,Respiratory,COPD Drug K,Inhaler,Telangana,Government Hospital,Approved,Rep_007,CUST_0174,296,2510.42,0.212,743083.35,157533.67,585549.68,161848.24,423701.44,72.36,117255.89,53349.9,62336.61,136,3,81.98
LS00506,2022-02-23,2022,Q1,February,2,Diabetes,Insulin Analog J,Pen,Karnataka,Online,Market,Rep_042,CUST_0173,242,3417.56,0.147,827048.83,121576.18,705472.65,145272.04,560200.61,79.41,85783.72,85594.95,55935.97,1636,36,75.28
LS00507,2024-06-29,2024,Q2,June,6,Neurology,Alzheimer Drug E,Tablet,West Bengal,Specialty Clinic,Market,Rep_031,CUST_0186,105,8767.98,0.199,920638.38,183207.04,737431.34,143443.58,593987.76,80.55,118370.04,69012.37,85522.96,2980,39,87.18
LS00508,2023-12-04,2023,Q4,December,12,Cardiology,Heart Drug C,Tablet,Tamil Nadu,Specialty Clinic,Phase 2,Rep_020,CUST_0155,159,4034.73,0.002,641521.4,1283.04,640238.36,205353.62,434884.74,67.93,133284.21,35681.61,45271.76,4633,13,82.97
LS00509,2024-09-01,2024,Q3,September,9,Cardiology,BP Drug D,Capsule,Delhi NCR,Government Hospital,Phase 1,Rep_022,CUST_0049,365,2961.15,0.117,1080818.45,126455.76,954362.69,330380.63,623982.06,65.38,220229.81,101744.31,51121.44,2504,53,80.54
LS00510,2023-04-02,2023,Q2,April,4,Infectious Disease,Antibiotic H,Injection,Maharashtra,Specialty Clinic,Phase 1,Rep_015,CUST_0001,364,1654.35,0.156,602182.66,93940.49,508242.17,120638.68,387603.49,76.26,109524.26,73826.66,27013.84,3129,26,82.41
LS00511,2022-08-24,2022,Q3,August,8,Neurology,Parkinson Drug F,Patch,Maharashtra,Government Hospital,Phase 3,Rep_023,CUST_0008,82,6747.64,0.049,553306.86,27112.04,526194.82,168679.5,357515.32,67.94,115509.9,28619.99,12085.94,1670,18,76.53
LS00512,2023-01-01,2023,Q1,January,1,Respiratory,Asthma Drug L,Inhaler,Tamil Nadu,Online,Phase 3,Rep_036,CUST_0063,110,1798.54,0.211,197839.4,41744.11,156095.29,62212.68,93882.61,60.14,19157.45,18379.48,9036.71,959,10,96.34
LS00513,2022-12-17,2022,Q4,December,12,Infectious Disease,Antibiotic H,Injection,Delhi NCR,Online,Approved,Rep_024,CUST_0170,491,1814.54,0.2,890939.36,178187.87,712751.49,234900.73,477850.76,67.04,125717.49,86310.08,22700.66,1121,12,76.98
LS00514,2023-05-16,2023,Q2,May,5,Respiratory,Asthma Drug L,Inhaler,West Bengal,Online,Phase 2,Rep_039,CUST_0110,481,1814.1,0.154,872583.53,134377.86,738205.67,166380.13,571825.54,77.46,139971.83,95198.1,38953.68,486,10,92.69
LS00515,2024-08-21,2024,Q3,August,8,Diabetes,GLP-1 Drug I,Injection,Rajasthan,Retail Pharmacy,Phase 3,Rep_047,CUST_0021,414,6818.83,0.016,2822995.32,45167.93,2777827.39,839090.86,1938736.53,69.79,604649.81,318081.12,196992.0,4134,66,84.07
LS00516,2024-10-10,2024,Q4,October,10,Respiratory,Asthma Drug L,Inhaler,West Bengal,Corporate Hospital,Approved,Rep_045,CUST_0124,252,1954.05,0.1,492420.94,49242.09,443178.85,177752.15,265426.7,59.89,86826.6,23781.18,18592.52,1712,28,94.44
LS00517,2022-11-18,2022,Q4,November,11,Cardiology,BP Drug D,Capsule,Gujarat,Specialty Clinic,Market,Rep_025,CUST_0147,488,3087.64,0.064,1506769.56,96433.25,1410336.31,282549.79,1127786.52,79.97,307045.67,112128.51,101377.9,1935,37,73.07
LS00518,2024-06-04,2024,Q2,June,6,Diabetes,Insulin Analog J,Pen,West Bengal,Specialty Clinic,Phase 3,Rep_029,CUST_0120,219,3264.86,0.124,715004.82,88660.6,626344.22,153782.96,472561.26,75.45,77173.98,58982.11,29164.15,671,11,95.44
LS00519,2022-08-31,2022,Q3,August,8,Diabetes,GLP-1 Drug I,Injection,Karnataka,Online,Phase 2,Rep_015,CUST_0026,46,6227.46,0.137,286463.25,39245.47,247217.78,64301.81,182915.97,73.99,51362.94,18541.92,23367.31,2298,24,90.35
LS00520,2023-08-01,2023,Q3,August,8,Respiratory,Asthma Drug L,Inhaler,Gujarat,Government Hospital,Phase 2,Rep_050,CUST_0077,431,2003.38,0.249,863456.08,215000.56,648455.52,263918.54,384536.98,59.3,147096.93,81563.13,13740.17,4249,38,94.5
LS00521,2024-08-17,2024,Q3,August,8,Cardiology,BP Drug D,Capsule,Delhi NCR,Specialty Clinic,Market,Rep_015,CUST_0133,379,3064.09,0.085,1161291.66,98709.79,1062581.87,213164.77,849417.1,79.94,244345.18,98691.86,121339.39,3471,26,83.41
LS00522,2023-09-18,2023,Q3,September,9,Oncology,Immunotherapy Drug A,Tablet,West Bengal,Retail Pharmacy,Market,Rep_037,CUST_0033,492,13391.77,0.125,6588750.34,823593.79,5765156.55,1949335.2,3815821.35,66.19,957627.77,418256.71,360737.0,3354,97,92.24
LS00523,2022-03-07,2022,Q1,March,3,Neurology,Alzheimer Drug E,Tablet,West Bengal,Corporate Hospital,Phase 2,Rep_002,CUST_0146,482,8471.53,0.244,4083279.39,996320.17,3086959.22,1292268.33,1794690.89,58.14,598452.78,401041.0,343810.76,4751,100,97.48
LS00524,2024-08-30,2024,Q3,August,8,Infectious Disease,Antiviral Drug G,Tablet,Karnataka,Corporate Hospital,Market,Rep_025,CUST_0049,65,2940.82,0.24,191153.46,45876.83,145276.63,48429.53,96847.1,66.66,23186.72,9754.22,12710.04,1505,2,93.49
LS00525,2024-03-01,2024,Q1,March,3,Infectious Disease,Antibiotic H,Injection,Maharashtra,Retail Pharmacy,Phase 1,Rep_013,CUST_0018,155,1641.18,0.073,254383.19,18569.97,235813.22,72124.64,163688.58,69.41,42235.63,20483.97,4976.77,2726,52,82.17
LS00526,2024-03-07,2024,Q1,March,3,Cardiology,Heart Drug C,Tablet,Telangana,Specialty Clinic,Phase 3,Rep_048,CUST_0018,499,4708.52,0.052,2349551.61,122176.68,2227374.93,866243.43,1361131.5,61.11,356977.89,293544.87,192621.75,1350,38,86.95
LS00527,2024-07-28,2024,Q3,July,7,Diabetes,Insulin Analog J,Pen,Delhi NCR,Corporate Hospital,Approved,Rep_046,CUST_0176,151,3095.74,0.248,467456.25,115929.15,351527.1,100879.69,250647.41,71.3,79865.46,38838.42,15707.64,2744,72,94.86
LS00528,2024-07-23,2024,Q3,July,7,Infectious Disease,Antibiotic H,Injection,Maharashtra,Government Hospital,Approved,Rep_019,CUST_0166,187,1908.17,0.178,356827.96,63515.38,293312.58,73735.17,219577.41,74.86,58572.64,38423.5,11002.93,2090,11,95.4
LS00529,2022-07-15,2022,Q3,July,7,Infectious Disease,Antibiotic H,Injection,Telangana,Retail Pharmacy,Approved,Rep_045,CUST_0146,211,1907.27,0.011,402433.58,4426.77,398006.81,156229.63,241777.18,60.75,55932.37,55026.66,29362.46,596,6,95.63
LS00530,2022-08-04,2022,Q3,August,8,Diabetes,GLP-1 Drug I,Injection,Karnataka,Online,Approved,Rep_005,CUST_0194,268,7019.75,0.082,1881293.32,154266.05,1727027.27,497771.81,1229255.46,71.18,263992.8,173750.1,114358.13,649,14,81.91
LS00531,2022-08-23,2022,Q3,August,8,Cardiology,BP Drug D,Capsule,Telangana,Government Hospital,Phase 2,Rep_001,CUST_0065,373,3150.4,0.082,1175097.36,96357.98,1078739.38,388003.4,690735.98,64.03,197429.48,61297.98,80735.93,2034,45,96.7
LS00532,2022-07-25,2022,Q3,July,7,Infectious Disease,Antibiotic H,Injection,Gujarat,Retail Pharmacy,Phase 2,Rep_011,CUST_0005,100,1688.84,0.134,168883.81,22630.43,146253.38,40044.74,106208.64,72.62,19025.53,18480.42,12832.03,1307,28,81.31
LS00533,2022-04-08,2022,Q2,April,4,Respiratory,Asthma Drug L,Inhaler,Maharashtra,Corporate Hospital,Phase 1,Rep_014,CUST_0114,438,2184.92,0.131,956994.07,125366.22,831627.85,281929.81,549698.04,66.1,171153.38,50129.97,74043.71,3687,6,87.55
LS00534,2023-02-14,2023,Q1,February,2,Infectious Disease,Antiviral Drug G,Tablet,Delhi NCR,Retail Pharmacy,Phase 2,Rep_024,CUST_0062,56,2649.92,0.007,148395.28,1038.77,147356.51,27039.09,120317.42,81.65,33401.07,17387.47,3878.0,841,25,93.72
LS00535,2022-08-09,2022,Q3,August,8,Respiratory,Asthma Drug L,Inhaler,Tamil Nadu,Government Hospital,Phase 3,Rep_027,CUST_0132,427,1991.1,0.141,850199.33,119878.11,730321.22,164681.16,565640.06,77.45,107302.82,76077.76,83177.98,1039,14,77.56
LS00536,2023-10-10,2023,Q4,October,10,Neurology,Parkinson Drug F,Patch,Tamil Nadu,Government Hospital,Market,Rep_026,CUST_0168,16,6960.64,0.115,111370.29,12807.58,98562.71,19302.91,79259.8,80.42,22271.33,11334.17,5608.02,601,6,82.69
LS00537,2023-05-31,2023,Q2,May,5,Infectious Disease,Antibiotic H,Injection,Karnataka,Corporate Hospital,Phase 3,Rep_037,CUST_0044,58,1853.93,0.245,107527.84,26344.32,81183.52,28180.07,53003.45,65.29,16896.49,11953.19,7255.54,2770,22,88.52
LS00538,2024-07-08,2024,Q3,July,7,Respiratory,COPD Drug K,Inhaler,Rajasthan,Government Hospital,Approved,Rep_022,CUST_0005,205,2909.59,0.185,596466.51,110346.3,486120.21,146235.08,339885.13,69.92,102863.91,24952.15,10753.63,1066,19,78.15
LS00539,2024-10-18,2024,Q4,October,10,Cardiology,BP Drug D,Capsule,Karnataka,Government Hospital,Phase 2,Rep_009,CUST_0096,161,2549.69,0.094,410500.07,38587.01,371913.06,124252.19,247660.87,66.59,56139.65,45570.82,44203.78,3685,94,94.81
LS00540,2023-08-14,2023,Q3,August,8,Neurology,Alzheimer Drug E,Tablet,West Bengal,Government Hospital,Phase 2,Rep_034,CUST_0107,394,8142.53,0.212,3208155.24,680128.91,2528026.33,656035.13,1871991.2,74.05,382976.69,262740.75,279759.5,2084,51,89.87
LS00541,2024-06-24,2024,Q2,June,6,Diabetes,Insulin Analog J,Pen,Telangana,Corporate Hospital,Market,Rep_021,CUST_0047,332,2896.16,0.217,961526.29,208651.2,752875.09,148163.09,604712.0,80.32,109182.33,85403.66,25713.09,1722,8,74.39
LS00542,2024-05-22,2024,Q2,May,5,Diabetes,GLP-1 Drug I,Injection,Delhi NCR,Retail Pharmacy,Phase 2,Rep_033,CUST_0021,381,6435.79,0.041,2452037.81,100533.55,2351504.26,534752.53,1816751.73,77.26,411800.55,260041.39,118304.35,4772,114,97.16
LS00543,2024-02-13,2024,Q1,February,2,Neurology,Alzheimer Drug E,Tablet,Rajasthan,Government Hospital,Approved,Rep_024,CUST_0102,95,9416.53,0.106,894570.68,94824.49,799746.19,260920.88,538825.31,67.37,141032.01,52453.63,92271.32,3998,2,91.81
LS00544,2022-12-26,2022,Q4,December,12,Oncology,Targeted Therapy B,Injection,Gujarat,Corporate Hospital,Phase 2,Rep_035,CUST_0040,141,17354.43,0.076,2446974.81,185970.09,2261004.72,560670.79,1700333.93,75.2,436551.34,221769.37,120564.49,3894,25,76.02
LS00545,2024-02-06,2024,Q1,February,2,Oncology,Immunotherapy Drug A,Tablet,Maharashtra,Corporate Hospital,Phase 1,Rep_047,CUST_0186,261,12142.08,0.104,3169083.46,329584.68,2839498.78,780055.54,2059443.24,72.53,614709.51,251022.32,144192.82,4869,18,82.63
LS00546,2024-06-12,2024,Q2,June,6,Oncology,Targeted Therapy B,Injection,Telangana,Corporate Hospital,Phase 2,Rep_011,CUST_0050,500,16678.4,0.228,8339197.73,1901337.08,6437860.65,2274746.41,4163114.24,64.67,1199045.67,636460.97,571997.09,522,12,96.09
LS00547,2022-02-27,2022,Q1,February,2,Cardiology,BP Drug D,Capsule,Rajasthan,Government Hospital,Phase 1,Rep_024,CUST_0162,367,2939.17,0.037,1078674.49,39910.96,1038763.53,337914.51,700849.02,67.47,252164.5,67246.16,46475.82,4787,41,72.32
LS00548,2022-06-14,2022,Q2,June,6,Respiratory,COPD Drug K,Inhaler,Telangana,Specialty Clinic,Approved,Rep_046,CUST_0151,275,3256.66,0.219,895580.33,196132.09,699448.24,153737.09,545711.15,78.02,122748.47,83362.82,49006.62,4417,97,87.24
LS00549,2023-12-07,2023,Q4,December,12,Respiratory,Asthma Drug L,Inhaler,Karnataka,Government Hospital,Approved,Rep_041,CUST_0147,426,1874.91,0.187,798711.44,149359.04,649352.4,261821.52,387530.88,59.68,111517.27,52474.19,77079.79,4078,0,74.52
LS00550,2022-12-16,2022,Q4,December,12,Diabetes,GLP-1 Drug I,Injection,Telangana,Online,Phase 2,Rep_047,CUST_0111,100,6255.57,0.176,625557.02,110098.04,515458.98,117279.77,398179.21,77.25,74049.79,74663.37,33538.89,1791,11,77.22
LS00551,2022-08-12,2022,Q3,August,8,Cardiology,BP Drug D,Capsule,Gujarat,Specialty Clinic,Phase 1,Rep_029,CUST_0161,454,2914.6,0.02,1323230.33,26464.61,1296765.72,260091.91,1036673.81,79.94,176630.65,73171.62,29782.38,1973,30,84.62
LS00552,2022-03-27,2022,Q1,March,3,Oncology,Immunotherapy Drug A,Tablet,Maharashtra,Online,Market,Rep_049,CUST_0002,59,11416.51,0.198,673573.87,133367.63,540206.24,145942.01,394264.23,72.98,101347.9,78981.28,25164.74,4030,60,91.68
LS00553,2023-10-08,2023,Q4,October,10,Infectious Disease,Antiviral Drug G,Tablet,West Bengal,Online,Approved,Rep_044,CUST_0088,428,2857.83,0.09,1223149.2,110083.43,1113065.77,306797.8,806267.97,72.44,221951.08,164211.16,119440.58,870,0,83.88
LS00554,2024-12-22,2024,Q4,December,12,Respiratory,Asthma Drug L,Inhaler,Tamil Nadu,Government Hospital,Phase 1,Rep_039,CUST_0032,153,2384.17,0.188,364777.86,68578.24,296199.62,70983.95,225215.67,76.04,52945.49,35134.75,31689.01,4268,105,89.17
LS00555,2022-04-04,2022,Q2,April,4,Respiratory,COPD Drug K,Inhaler,West Bengal,Government Hospital,Approved,Rep_041,CUST_0093,423,3105.16,0.169,1313481.55,221978.38,1091503.17,257653.77,833849.4,76.39,199733.84,135259.58,108491.09,2903,54,96.42
LS00556,2023-02-04,2023,Q1,February,2,Respiratory,COPD Drug K,Inhaler,Karnataka,Specialty Clinic,Market,Rep_019,CUST_0156,374,2589.55,0.13,968491.87,125903.94,842587.93,267314.58,575273.35,68.27,194961.65,84649.47,27625.2,763,9,93.64
LS00557,2023-05-09,2023,Q2,May,5,Infectious Disease,Antibiotic H,Injection,Tamil Nadu,Specialty Clinic,Phase 3,Rep_008,CUST_0124,134,1644.29,0.188,220334.33,41422.85,178911.48,60532.7,118378.78,66.17,23549.43,16726.32,16384.09,1362,20,95.47
LS00558,2022-10-06,2022,Q4,October,10,Cardiology,BP Drug D,Capsule,Gujarat,Specialty Clinic,Approved,Rep_043,CUST_0032,482,2829.02,0.181,1363585.89,246809.05,1116776.84,225260.61,891516.23,79.83,234447.19,153215.15,126394.56,4970,16,88.74
LS00559,2023-04-03,2023,Q2,April,4,Respiratory,Asthma Drug L,Inhaler,Telangana,Corporate Hospital,Phase 3,Rep_028,CUST_0060,142,1857.88,0.022,263819.62,5804.03,258015.59,51962.65,206052.94,79.86,55802.47,37082.28,24372.61,1001,18,81.56
LS00560,2023-01-24,2023,Q1,January,1,Infectious Disease,Antiviral Drug G,Tablet,Maharashtra,Online,Phase 1,Rep_004,CUST_0152,443,2995.98,0.106,1327217.08,140685.01,1186532.07,433211.66,753320.41,63.49,265400.36,170139.82,38717.42,4978,56,74.77
LS00561,2023-03-25,2023,Q1,March,3,Diabetes,GLP-1 Drug I,Injection,Rajasthan,Online,Market,Rep_010,CUST_0076,265,6850.96,0.037,1815505.14,67173.69,1748331.45,433611.16,1314720.29,75.2,379593.86,235872.2,179684.99,331,9,80.32
LS00562,2024-09-06,2024,Q3,September,9,Respiratory,Asthma Drug L,Inhaler,Karnataka,Online,Phase 2,Rep_046,CUST_0147,333,2307.07,0.124,768255.31,95263.66,672991.65,234869.86,438121.79,65.1,113716.83,99679.67,35880.18,1775,46,96.3
LS00563,2024-03-13,2024,Q1,March,3,Respiratory,Asthma Drug L,Inhaler,Maharashtra,Retail Pharmacy,Approved,Rep_032,CUST_0187,163,2405.17,0.165,392041.96,64686.92,327355.04,125587.92,201767.12,61.64,81458.44,34304.94,17592.39,3928,44,91.7
LS00564,2024-03-17,2024,Q1,March,3,Oncology,Targeted Therapy B,Injection,Gujarat,Online,Phase 2,Rep_045,CUST_0050,59,16006.86,0.188,944404.96,177548.13,766856.83,244851.31,522005.52,68.07,172281.54,103511.08,69752.34,3798,83,76.26
LS00565,2023-03-23,2023,Q1,March,3,Infectious Disease,Antibiotic H,Injection,Rajasthan,Online,Approved,Rep_010,CUST_0054,421,1934.13,0.184,814267.28,149825.18,664442.1,121055.9,543386.2,81.78,142439.43,71472.85,58359.13,1259,24,96.71
LS00566,2024-08-28,2024,Q3,August,8,Respiratory,COPD Drug K,Inhaler,Tamil Nadu,Government Hospital,Phase 2,Rep_007,CUST_0092,101,3287.2,0.029,332007.7,9628.22,322379.48,97908.08,224471.4,69.63,52871.25,30104.49,11237.13,3359,31,72.88
LS00567,2022-12-20,2022,Q4,December,12,Infectious Disease,Antiviral Drug G,Tablet,Rajasthan,Online,Approved,Rep_045,CUST_0153,344,3328.04,0.194,1144844.46,222099.83,922744.63,385595.93,537148.7,58.21,191188.69,54406.05,61240.14,3180,35,88.44
LS00568,2022-09-07,2022,Q3,September,9,Neurology,Parkinson Drug F,Patch,Maharashtra,Government Hospital,Approved,Rep_008,CUST_0022,260,7505.44,0.227,1951415.48,442971.31,1508444.17,352952.42,1155491.75,76.6,296093.36,224358.34,102498.53,824,18,76.71
LS00569,2022-07-23,2022,Q3,July,7,Respiratory,COPD Drug K,Inhaler,Telangana,Online,Market,Rep_037,CUST_0033,176,2520.24,0.227,443562.86,100688.77,342874.09,127156.21,215717.88,62.91,49386.1,45014.84,7534.53,4605,137,92.37
LS00570,2022-09-12,2022,Q3,September,9,Infectious Disease,Antibiotic H,Injection,Karnataka,Corporate Hospital,Phase 1,Rep_038,CUST_0138,395,1936.61,0.241,764962.38,184355.93,580606.45,229586.05,351020.4,60.46,83309.1,63814.61,22059.42,4594,114,92.81
LS00571,2022-11-27,2022,Q4,November,11,Oncology,Immunotherapy Drug A,Tablet,Tamil Nadu,Corporate Hospital,Phase 1,Rep_014,CUST_0168,54,12734.36,0.213,687655.48,146470.62,541184.86,101959.91,439224.95,81.16,133884.1,54451.22,30498.99,4509,43,83.0
LS00572,2024-12-29,2024,Q4,December,12,Cardiology,BP Drug D,Capsule,Gujarat,Government Hospital,Phase 1,Rep_034,CUST_0076,237,2497.48,0.123,591902.34,72803.99,519098.35,132424.4,386673.95,74.49,123753.99,77698.49,41848.26,4232,26,89.89
LS00573,2023-03-17,2023,Q1,March,3,Cardiology,BP Drug D,Capsule,Maharashtra,Retail Pharmacy,Phase 2,Rep_010,CUST_0077,500,2492.73,0.138,1246367.36,171998.7,1074368.66,345976.74,728391.92,67.8,167667.52,132051.13,66827.34,4554,65,78.78
LS00574,2024-05-21,2024,Q2,May,5,Infectious Disease,Antiviral Drug G,Tablet,Rajasthan,Government Hospital,Market,Rep_017,CUST_0174,491,3280.9,0.134,1610921.55,215863.49,1395058.06,274734.27,1120323.79,80.31,300283.09,208611.3,125109.22,1628,45,81.68
LS00575,2024-06-07,2024,Q2,June,6,Diabetes,Insulin Analog J,Pen,Tamil Nadu,Specialty Clinic,Phase 3,Rep_010,CUST_0081,204,2916.43,0.151,594951.32,89837.65,505113.67,100318.56,404795.11,80.14,68796.87,30811.44,37801.13,590,10,88.64
LS00576,2022-01-21,2022,Q1,January,1,Neurology,Parkinson Drug F,Patch,Gujarat,Retail Pharmacy,Approved,Rep_015,CUST_0071,60,6934.66,0.242,416079.42,100691.22,315388.2,85429.76,229958.44,72.91,42151.74,44962.87,11850.12,2561,75,93.35
LS00577,2023-07-10,2023,Q3,July,7,Oncology,Targeted Therapy B,Injection,West Bengal,Corporate Hospital,Phase 2,Rep_019,CUST_0142,321,15834.96,0.012,5083021.27,60996.26,5022025.01,1287241.1,3734783.91,74.37,1093513.2,341835.42,505258.4,4405,103,84.4
LS00578,2022-09-16,2022,Q3,September,9,Neurology,Alzheimer Drug E,Tablet,Maharashtra,Corporate Hospital,Approved,Rep_046,CUST_0040,83,9154.58,0.184,759830.3,139808.78,620021.52,119470.4,500551.12,80.73,132873.41,91422.16,56267.1,2090,43,87.83
LS00579,2023-08-11,2023,Q3,August,8,Cardiology,Heart Drug C,Tablet,Rajasthan,Online,Phase 3,Rep_030,CUST_0129,151,4770.3,0.13,720314.78,93640.92,626673.86,220859.94,405813.92,64.76,150461.61,45669.74,52367.08,762,9,82.57
LS00580,2022-07-11,2022,Q3,July,7,Oncology,Targeted Therapy B,Injection,Karnataka,Government Hospital,Phase 2,Rep_047,CUST_0062,94,18406.71,0.021,1730230.76,36334.85,1693895.91,421109.65,1272786.26,75.14,407969.02,221620.35,35689.49,3523,86,85.23
LS00581,2024-12-26,2024,Q4,December,12,Infectious Disease,Antibiotic H,Injection,Rajasthan,Corporate Hospital,Market,Rep_044,CUST_0174,367,1597.33,0.003,586221.38,1758.66,584462.72,131880.6,452582.12,77.44,133305.23,29649.22,36527.69,4427,88,78.35
LS00582,2024-12-08,2024,Q4,December,12,Respiratory,COPD Drug K,Inhaler,Maharashtra,Corporate Hospital,Phase 1,Rep_029,CUST_0044,472,2660.81,0.019,1255902.16,23862.14,1232040.02,469971.7,762068.32,61.85,230119.18,178951.79,76721.88,3155,21,81.71
LS00583,2023-08-18,2023,Q3,August,8,Neurology,Parkinson Drug F,Patch,Delhi NCR,Corporate Hospital,Market,Rep_050,CUST_0031,163,7163.55,0.066,1167658.54,77065.46,1090593.08,196891.57,893701.51,81.95,220357.54,97457.74,122479.75,4273,9,96.32
LS00584,2024-07-31,2024,Q3,July,7,Infectious Disease,Antibiotic H,Injection,Maharashtra,Online,Market,Rep_001,CUST_0158,178,1691.11,0.027,301017.46,8127.47,292889.99,77303.39,215586.6,73.61,62653.96,26420.67,6117.41,3579,62,77.14
LS00585,2022-01-15,2022,Q1,January,1,Diabetes,GLP-1 Drug I,Injection,Tamil Nadu,Specialty Clinic,Approved,Rep_008,CUST_0125,89,7025.42,0.063,625262.63,39391.55,585871.08,171641.29,414229.79,70.7,98813.15,50648.3,63988.45,4444,68,74.83
LS00586,2024-06-07,2024,Q2,June,6,Respiratory,COPD Drug K,Inhaler,Rajasthan,Retail Pharmacy,Phase 2,Rep_009,CUST_0091,12,2777.54,0.218,33330.43,7266.03,26064.4,5933.08,20131.32,77.24,3770.05,1408.15,1549.65,2763,4,76.17
LS00587,2024-10-11,2024,Q4,October,10,Infectious Disease,Antibiotic H,Injection,Gujarat,Government Hospital,Phase 1,Rep_027,CUST_0126,419,1898.14,0.032,795319.7,25450.23,769869.47,277354.39,492515.08,63.97,170482.88,69278.71,71289.49,3235,16,74.85
LS00588,2022-01-28,2022,Q1,January,1,Oncology,Immunotherapy Drug A,Tablet,Tamil Nadu,Retail Pharmacy,Phase 1,Rep_023,CUST_0129,402,13191.64,0.013,5303039.78,68939.52,5234100.26,1984564.5,3249535.76,62.08,920450.33,574226.24,108884.41,3983,37,79.34
LS00589,2024-11-13,2024,Q4,November,11,Infectious Disease,Antiviral Drug G,Tablet,Delhi NCR,Corporate Hospital,Phase 1,Rep_010,CUST_0187,105,2867.0,0.192,301035.43,57798.8,243236.63,94229.88,149006.75,61.26,60627.56,18178.4,24824.96,1675,30,90.37
LS00590,2022-11-01,2022,Q4,November,11,Respiratory,Asthma Drug L,Inhaler,Tamil Nadu,Retail Pharmacy,Approved,Rep_038,CUST_0162,127,1860.89,0.1,236333.1,23633.31,212699.79,52266.04,160433.75,75.43,30837.87,13744.85,4629.65,1685,5,94.47
LS00591,2024-05-22,2024,Q2,May,5,Infectious Disease,Antiviral Drug G,Tablet,Gujarat,Retail Pharmacy,Phase 1,Rep_015,CUST_0087,255,2692.06,0.107,686474.09,73452.73,613021.36,117943.67,495077.69,80.76,82333.15,52939.06,70068.26,3474,31,80.32
LS00592,2023-10-21,2023,Q4,October,10,Cardiology,Heart Drug C,Tablet,Maharashtra,Government Hospital,Phase 1,Rep_004,CUST_0170,118,3929.5,0.07,463680.93,32457.67,431223.26,140391.3,290831.96,67.44,75903.05,32439.33,29809.88,2788,38,74.9
LS00593,2024-01-11,2024,Q1,January,1,Respiratory,COPD Drug K,Inhaler,Tamil Nadu,Online,Market,Rep_024,CUST_0190,390,3142.56,0.132,1225599.66,161779.16,1063820.5,286361.49,777459.01,73.08,217585.64,75534.8,62132.37,921,4,88.37
LS00594,2023-01-31,2023,Q1,January,1,Oncology,Targeted Therapy B,Injection,Maharashtra,Corporate Hospital,Phase 1,Rep_042,CUST_0049,370,17707.16,0.025,6551648.06,163791.2,6387856.86,2593701.9,3794154.96,59.4,1280582.28,511971.66,430668.36,1704,34,90.74
LS00595,2023-06-02,2023,Q2,June,6,Cardiology,Heart Drug C,Tablet,Delhi NCR,Specialty Clinic,Approved,Rep_036,CUST_0183,466,4675.11,0.213,2178603.56,464042.56,1714561.0,681770.43,1032790.57,60.24,423096.05,239166.35,111186.23,1011,29,83.34
LS00596,2022-09-22,2022,Q3,September,9,Infectious Disease,Antiviral Drug G,Tablet,Maharashtra,Retail Pharmacy,Phase 2,Rep_039,CUST_0071,158,2677.26,0.142,423007.72,60067.1,362940.62,134525.28,228415.34,62.93,76288.1,45030.59,21685.48,4411,131,97.26
LS00597,2024-03-31,2024,Q1,March,3,Infectious Disease,Antibiotic H,Injection,Telangana,Corporate Hospital,Market,Rep_050,CUST_0100,320,1676.61,0.046,536514.2,24679.65,511834.55,111785.04,400049.51,78.16,75912.74,61252.35,55234.88,4250,116,85.1
LS00598,2023-07-04,2023,Q3,July,7,Neurology,Alzheimer Drug E,Tablet,Gujarat,Retail Pharmacy,Phase 1,Rep_019,CUST_0182,292,8414.44,0.056,2457017.85,137593.0,2319424.85,714512.25,1604912.6,69.19,366329.1,264325.21,264888.99,2325,17,79.03
LS00599,2022-01-03,2022,Q1,January,1,Respiratory,COPD Drug K,Inhaler,Delhi NCR,Retail Pharmacy,Phase 3,Rep_035,CUST_0030,342,2767.29,0.151,946413.81,142908.49,803505.32,215810.63,587694.69,73.14,105116.17,96859.49,60204.65,1144,26,95.36
